School ID,Name of School,"Elementary, Middle, or High School",Street Address,Phone Number,Link ,Network Manager,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,X_COORDINATE,Y_COORDINATE
609875,Charles R Darwin Elementary School,ES,3116 W Belden Ave ,(773) 534-4110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609875.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,58,Average,40,Average,44,Weak,34,Weak,31,Average,46,Average,49,Strong,54,95.6,33.8,96.2,100,50.3,35.6,37.7,33.5,59.6,68.5,29.6,36.1,60.6,51.2,16.7,19.2,16,6.9,-0.2,-0.8,Yellow,Red,21,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,622,35,NDA,1155126.902,1915284.203
609901,Edgebrook Elementary School,ES,6525 N Hiawatha Ave ,(773) 534-1194,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609901.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,99,Average,51,Average,53,Strong,66,Strong,70,Strong,56,Weak,39,96.9,3.4,96.6,100,96.3,47.6,88.1,74.1,55.2,75.2,80,79.1,54.5,60,50,71.4,60.2,56.8,0,0.5,Yellow,Yellow,83.3,64,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,468,30,NDA,1139595.896,1942911.685
610145,Peter A Reinberg Elementary School,ES,3425 N Major Ave ,(773) 534-3465,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610145.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,60,Average,51,Weak,35,Weak,30,Strong,60,Average,54,Average,47,Weak,45,95.8,8.2,95.7,99.5,70.9,46.3,50.6,39.6,51.3,66,45,39.1,56.3,49.6,19.8,25.7,24,14.7,-0.3,0.5,Yellow,Yellow,25,80.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,30,NDA,1137794.92,1922326.021
610101,William B Ogden Elementary School,ES,24 W Walton St ,(773) 534-8110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610101.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.1,4.5,97,100,40,NDA,67.3,61.3,57.8,66.8,NDA,NDA,NDA,NDA,NDA,NDA,40.8,39.9,0.3,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,722,33,NDA,1175917.983,1906947.859
610340,Chicago Academy High School,HS,3400 N Austin Ave ,(773) 534-0146,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610340.pdf,AUSL Schools,No,Standard,Not on Probation,Level 2,No,Average,58,Weak,35,Average,57,Average,53,Average,56,Average,57,NDA,NDA,NDA,NDA,93.1,6.3,96.1,97.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,14.4,16.3,16.1,1.5,18.4,2.1,23.9,70.1,64.2,502,30,80.6,1135740.091,1922002.941
609874,Everett McKinley Dirksen Elementary School,ES,8601 W Foster Ave ,(773) 534-1090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609874.pdf,O'Hare Elementary Network,No,Track_E,Not on Probation,Level 1,No,Average,44,NDA,NDA,Very Weak,12,Very Weak,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.9,2.7,96.2,93.8,69.9,45.8,65.1,56.9,55.5,55.2,51.9,45.1,45.6,40.7,22.5,35.2,32.8,25.5,-0.5,-0.1,Yellow,Yellow,6.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,30,NDA,1118113.731,1933386.151
609937,John W Garvy Elementary School,ES,5225 N Oak Park Ave ,(773) 534-1185,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609937.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,60,Strong,70,Average,50,Average,51,Average,51,Average,55,Strong,56,Average,49,95.3,10.2,96.5,97.3,83.4,43.6,63.9,57.8,58.1,63.9,60.6,59.4,51.4,55.3,38.4,49.3,34.4,33.5,-0.1,0.2,Yellow,Yellow,44.6,45.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,720,30,NDA,1130304.414,1934430.694
609744,Northside Learning Center High School,HS,3730 W Bryn Mawr Ave ,(773) 534-5180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609744.pdf,North-Northwest Side High School Network,NDA,Standard,Not Applicable,Not Enough Data,No,Very Strong,99,Very Strong,99,Very Strong,81,Weak,34,Strong,75,Very Strong,84,Strong,62,Strong,59,89.8,5.3,95.6,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,66.7,0,NDA,298,31,NDA,1150357.037,1936987.496
609810,Norman A Bridge Elementary School,ES,3800 N New England Ave ,(773) 534-3718,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609810.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,67,NDA,NDA,Average,49,Weak,35,NDA,NDA,NDA,NDA,Average,51,Average,48,95.6,6.6,96.6,98.4,73,43,56.5,45.8,55.9,74,NDA,NDA,NDA,NDA,33,38.6,27.8,18.9,-0.3,-0.9,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1004,30,NDA,1129684.056,1924513.932
610048,George Manierre Elementary School,ES,1420 N Hudson Ave ,(773) 534-8456,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610048.pdf,Fullerton Elementary Network,No,Standard,Probation,Level 3,No,Average,43,NDA,NDA,Average,49,Average,40,NDA,NDA,NDA,NDA,Weak,42,Weak,44,91,44,94.8,100,44.4,NDA,23.7,13.9,44.5,52.8,26.5,17.1,49.1,41.7,0,11.1,4.6,4.7,-1.1,-1.2,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,396,33,NDA,1173014.972,1909920.568
610059,Oscar F Mayer Elementary School,ES,2250 N Clifton Ave ,(773) 534-5535,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610059.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,67,NDA,NDA,Weak,35,Average,46,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95,11.4,95.2,100,79.6,NDA,47.9,36.8,53.1,59.8,26.9,37.4,37.8,46.8,16.4,32.7,18.1,17,-0.6,0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,605,33,NDA,1168219.452,1915320.55
610033,LaSalle Elementary Language Academy,ES,1734 N Orleans St ,(773) 534-8470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610033.pdf,Fullerton Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Strong,79,Strong,62,Average,52,Weak,39,Average,43,Average,53,Average,48,96.8,7,97.6,100,86,47.4,81.4,78.3,67.7,76.4,79.2,84.7,73.2,76.5,61,71.2,55.5,49.5,0.3,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,576,33,NDA,1173614.17,1911976.635
609859,DeWitt Clinton Elementary School,ES,6110 N Fairfield Ave ,(773) 534-2025,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609859.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,Average,47,Average,41,Average,47,Average,52,Average,41,Weak,36,NDA,NDA,NDA,NDA,95.3,14.8,95.4,100,68.8,44.9,45.8,40.1,55.6,63.7,64.7,39.7,70.6,54.2,24.3,25.2,33.5,21.8,0.6,-0.5,Green,Yellow,23.6,46.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1139,32,NDA,1156854.125,1940520.212
609912,James B Farnsworth Elementary School,ES,5414 N Linder Ave ,(773) 534-3535,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609912.pdf,O'Hare Elementary Network,No,Track_E,Not on Probation,Level 2,No,Average,55,Strong,62,Average,40,Weak,38,Strong,63,Average,59,Strong,55,Average,50,94.2,1.7,95.6,100,68.4,33.1,50.3,60.8,62.7,55,52.1,57.6,59.2,60.4,30.2,41.8,30.7,25.6,1,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,574,30,NDA,1138478.05,1935743.025
610111,John Palmer Elementary School,ES,5051 N Kenneth Ave ,(773) 534-3704,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610111.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,75,NDA,NDA,Strong,61,Strong,68,NDA,NDA,NDA,NDA,Strong,65,Strong,61,96.3,12.8,94.8,99.2,72.2,42.4,47.7,38,58.9,58.5,48.9,45.3,52.5,57.3,24.8,37.6,25.3,15.1,0.5,0.3,Green,Yellow,26.5,74.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,919,31,NDA,1145817.577,1933407.476
609774,Louisa May Alcott Elementary School,ES,2625 N Orchard St ,(773) 534-5460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609774.pdf,Fullerton Elementary Network,Yes,Standard,Not on Probation,Level 1,No,NDA,,Strong,66,NDA,,NDA,,Average,56,Average,57,Strong,60,Weak,41,96.6,3.7,97.1,93.2,85.1,75.1,72.6,76.9,56.4,55.2,73.1,70.7,69.2,59.8,43.5,47.8,52.6,46.1,0.4,0.3,Yellow,Yellow,50,73.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,481,35,NDA,1171189.134,1917774.756
610089,John B Murphy Elementary School,ES,3539 W Grace St ,(773) 534-5223,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610089.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Very Strong,80,NDA,NDA,Strong,75,Average,59,NDA,NDA,NDA,NDA,Strong,58,Strong,54,95.6,1.9,96.3,100,61.3,NDA,43.4,30.5,40.6,45.9,64.3,44.8,46.7,40.7,NDA,NDA,22,20.7,-0.5,-0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,638,31,NDA,1151954.94,1924991.364
610155,Sauganash Elementary School,ES,6040 N Kilpatrick Ave ,(773) 534-3470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610155.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Strong,76,Strong,61,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.3,1.5,95.4,92.9,85.6,50.4,68.5,75.7,66.9,70.2,81.4,80.1,58.7,57.8,57.1,69.6,49.1,34.5,2.2,0.3,Green,Yellow,35.7,78.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,549,31,NDA,1143919.392,1939921.031
610230,Wildwood Elementary School,ES,6950 N Hiawatha Ave ,(773) 534-1188,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610230.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,90,Strong,77,Strong,67,Average,55,Average,45,Strong,55,Weak,37,96.2,1,95.7,92.3,88.8,NDA,71.5,67.2,47.4,59.9,79.5,79.5,82,63.9,50.9,68.4,52.9,33.2,0.7,-0.4,Green,Yellow,22.8,84.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,414,30,NDA,1135078.471,1945800.949
609733,Roger C Sullivan High School,HS,6631 N Bosworth Ave ,(773) 534-2000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609733.pdf,North-Northwest Side High School Network,No,Standard,Probation,Level 3,No,Weak,30,Average,44,Weak,34,Weak,34,Average,42,Weak,33,Weak,44,Weak,45,81.6,14.7,95.8,94.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,13.2,13.8,13.5,0.9,15.4,1.6,14.8,39.3,52.1,826,32,68.6,1164774.883,1944269.292
610010,Friedrich Ludwig Jahn Elementary School,ES,3149 N Wolcott Ave ,(773) 534-5500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610010.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,72,NDA,NDA,Strong,60,Average,59,NDA,NDA,NDA,NDA,Average,50,Weak,46,94.7,19.9,94.7,100,59.4,36.2,41.4,40.6,47.9,48.9,30.2,45.5,40.6,58.7,13.5,32.4,23.9,15.2,0.3,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,495,33,NDA,1163153.671,1921136.53
610138,Pulaski International Academy Elmentary School,ES,2230 W McLean Ave ,(773) 534-4391,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610138.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,68,Average,45,Average,54,Average,57,Weak,26,Weak,23,Average,47,Average,47,96.1,1.7,96.2,100,75.2,48.5,38.3,38.5,54.5,58.3,56.7,46,71.1,56.7,33.3,44,24.2,19.4,0.5,1.2,Green,Green,37.3,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,864,35,NDA,1161026.753,1913565.719
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,4929 N Sawyer Ave ,(773) 534-0540,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609794.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,91,NDA,NDA,Strong,64,Average,56,NDA,NDA,NDA,NDA,Strong,55,Strong,57,96.6,1.9,96.3,100,NDA,NDA,92,97.8,52.8,57.6,93.1,98.9,55.2,60.4,80,96.7,79,88.4,1.8,1.6,Green,Green,31.8,78.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,269,31,NDA,1153858.196,1932691.891
610046,Mary Lyon Elementary School,ES,2941 N McVicker Ave ,(773) 534-3120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610046.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,55,NDA,NDA,Average,42,Weak,38,NDA,NDA,NDA,NDA,Weak,45,Average,51,95.9,3.7,97,99.3,72,NDA,42.9,51.1,68.1,70.2,61.6,59,62.9,55.6,37.6,36.4,29.5,23.7,-0.3,0.4,Yellow,Yellow,24.3,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1423,30,NDA,1135587.211,1919095.574
610533,Dr Jorge Prieto Math and Science,ES,2231 N Central Ave ,(773) 534-0210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610533.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Not Enough Data,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,52,Strong,58,94.7,7,96.9,100,48.4,19.5,33.8,19.9,43.1,55,44.2,30,56.9,47.8,12.1,28.9,14.6,8.6,-0.7,-0.7,Red,Red,17.5,52.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1001,29,NDA,1138718.257,1914429.033
609716,Kelvyn Park High School,HS,4343 W Wrightwood Ave ,(773) 534-4200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609716.pdf,North-Northwest Side High School Network,No,Standard,Probation,Level 3,No,Weak,32,Weak,28,Weak,32,Weak,28,Very Weak,19,Average,43,NDA,NDA,NDA,NDA,74.4,12.9,94.5,99.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.2,13.8,13.8,1,14.9,1.1,16.7,54.1,35,1252,29,56.9,1146795.845,1916879.493
610041,Josephine C Locke Elementary School,ES,2828 N Oak Park Ave ,(773) 534-3300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610041.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 1,No,Average,57,Average,47,Average,49,Average,56,Average,44,Average,45,Average,47,Average,50,95.5,2.2,95.1,100,63.4,39.5,36.1,30.5,55.3,63,58.7,46,64,70.5,26.1,33.8,21.1,15.6,0.7,1.7,Green,Green,23.9,45.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1317,29,NDA,1130557.942,1918183.07
610122,Helen Peirce International Studies Elementary School,ES,1423 W Bryn Mawr Ave ,(773) 534-2440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610122.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,58,NDA,NDA,Weak,32,Weak,22,NDA,NDA,NDA,NDA,Average,47,Average,47,96.7,5.8,95.8,100,57.2,58.2,56.4,47.2,52.4,63.3,52.8,49.1,49.1,57.3,25.9,35.2,25.5,20.5,-1.9,-1.4,Red,Red,100,5.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,977,32,NDA,1165723.804,1937258.243
609724,Stephen T Mather High School,HS,5835 N Lincoln Ave ,(773) 534-2350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609724.pdf,North-Northwest Side High School Network,No,Standard,Not on Probation,Level 2,No,Average,58,Average,44,Average,48,Average,47,Average,50,Average,56,NDA,NDA,NDA,NDA,87.6,7.6,96.5,97.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.5,14.4,15,15.4,0.9,15.9,0.9,24.6,56.2,57.4,1657,32,59,1155766.152,1938701.409
